Subject,Email_Content,Label
Meeting rescheduled to next week,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Your subscription is expiring soon,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Follow-up on your support ticket,Thank you for contacting support. Here is a follow-up regarding your ticket.,0
Unusual activity on your account,Click the link below to secure your account and prevent unauthorized access.,1
Verify your account immediately!,Click the link below to secure your account and prevent unauthorized access.,1
Important: Password Reset Required,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Verify your account immediately!,Click the link below to secure your account and prevent unauthorized access.,1
Your subscription is expiring soon,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Meeting rescheduled to next week,Please note that the meeting originally scheduled for today has been moved to next week.,0
Unusual activity on your account,We've detected unusual login attempts. Click here to review your account.,1
Follow-up on your support ticket,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Unusual activity on your account,We've detected unusual login attempts. Click here to review your account.,1
Reminder: Upcoming team meeting,Please note that the meeting originally scheduled for today has been moved to next week.,0
Invoice for your recent purchase,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Meeting rescheduled to next week,Please note that the meeting originally scheduled for today has been moved to next week.,0
Invoice for your recent purchase,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Meeting rescheduled to next week,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Claim your free gift card now!,Congratulations! You have won a $1000 gift card. Claim it by clicking here.,1
Follow-up on your support ticket,Thank you for contacting support. Here is a follow-up regarding your ticket.,0
Verify your account immediately!,We've detected unusual login attempts. Click here to review your account.,1
Verify your account immediately!,Click the link below to secure your account and prevent unauthorized access.,1
Follow-up on your support ticket,Thank you for contacting support. Here is a follow-up regarding your ticket.,0
